text,label,variation
@YoliSahhar @gilcarsoy La chama tiene razón porque los de dulce de leche son mejores que los de chocolate,0,latam
"Me encanta la gente que critica el turismo pero no la inmigración ilegal. 

¿Quién trae dinero? Pues a callar.",1,latam
"@Bogota con el liderazgo de la Alcaldesa @ClaudiaLopez los -nuevos bogotanos- tendrán en los CADES servicios para su integración, y así su rol será cada vez más trascendental para el desarrollo de la “Capital de las Migraciones de América Latina y el Caribe” | @USAID_Colombia https://t.co/HvU5yWujN5",0,latam
El infierno de los migrantes venezolanos en el tapón del Darién https://t.co/0jjychXpka Por @fsingerf y @amoleiro en @elpaisamericaco @elpais_america,0,latam
ICE traslada inmigrantes detenidos en cárcel de NY sin previo aviso https://t.co/480iZ1AkSM vía @dparramejia @MeybeDom @cayemo @OptimusPrime65 @GustavoVela71,0,latam
"@jdavid4444 @DiegoMesaP @WRadioColombia Petro quiere acabar la exploracion y explotación petrolera  en Colombia, porqué su familia ha tenido contratos petroleros en Venezuela. El petróleo q contamina es el Colombiano, no el venezolano 🤣🤣
https://t.co/kDAiZyseyv",0,latam
"@AlvaroLeyva @FreddyBernal @Fariacrt @teleSURtv LA FRONTERA DE COLOMBIA HA ESTADO ABIERTA SIEMPRE LOS INFAMES Y COBARDES HAN SIDO LOS VENECOS QUE HAN CERRADO POR EGOISMO Y POR QUE COLOMBIA ES UN PARAISO Y LES DA RABIA QUE EL PAIS HERMANO ESTE MUCHO MEJOR ADMINISTRADO MANEJADO Y HAY MUCHA COMIDA
MUCHA RIQUEZA Y MUHCO CALOR HUMA",1,latam
cuando el Veneco esteban sale de la piscina. https://t.co/qC2nWwH50H,0,latam
"Es focaso como los colegas más pros que conozco son quienes me recomiendan para proyectos grandes. 

Mientras que mis contemporáneos siempre me tratan como a chamo y ni juntándose 10 hacen 1",0,latam
"#Hoy en un espacio en las instalaciones de la @PGN_COL, abordamos temas importantes de los derechos laborales de la población migrante venezolanX en colombia. https://t.co/BnJ8XntTom",0,latam
"@hqrecargado @juanmnunez65 @fumigador01 @LaGuerreraHdp @PepetoNro0 @L_Badell @coyiote01news @buqueinsignia4 @FlawlessShot1 @EldogoHDP @HDPyMedioCDM Jajajajajajajajajajajaja a chamo ustedes se pasan. Hoy no me junto con ustedes, hace días con @Agencia_VN se me fue la tarde. 🤣",0,latam
@irimiabarroso VENECO...?,0,latam
"ICBF, BID y Gobierno de Japón firman convenio por más de un millón de dólares para beneficiar niñez migrante  https://t.co/UJRWestttR",0,latam
"""Esta crónica para mí fue como un reencuentro con el periodismo de investigación"" @JuanAndrsRoser2, en nuestro #LanzamientoCdR #Migracion https://t.co/QNSYGJGata",0,latam
"Con motivo de la #108ªJornadaMundialdelMigrante, el cual se celebra el domingo 25 de septiembre, para la cual se ha creado una campaña de comunicación, para el Desarrollo Humano por ese motivo, se ha publicado un videomensaje del Santo Padre. 

Enlace https://t.co/fjGk2EtbIj  👈 https://t.co/6tj42voTaw",0,latam
"@dianamotavo @ClaudiaLopez @CarlosCarrilloA @GNavasTalero @AlexLopezMaya @AlirioUribeMuoz @CastillaSenador @angelamrobledo @SaraTufanoZ @Juanaafanador1 @wilsonariasc Son bicitaxis robados, con partes de motos robadas, con conductores venezolanos que no respetan nada ni a nadie. Alta accidentalidad hasta con muertos encima, pero lo importante es no caminar y llegar sea  como sea a su destino.",1,latam
Viruela del mono en Colombia: Migración entregará informe diario a MinSalud  https://t.co/CLGRjbYshY https://t.co/ZwDe7l95CD,0,latam
"En la reunión entre Álvaro Leyva, canciller designado de Colombia, y Carlos Faría, canciller venezolano, se reafirmó el interés de “hacer esfuerzos conjuntos para garantizar la seguridad y la paz en la frontera de nuestros países”. https://t.co/WXqhLq6w2m",0,latam
"La mejor manera de evitar la multa de migraciones si no se tiene dinero para pagarla, es haciendo los trámites y a tiempo.",0,latam
"Paul Stratton es hincha de Everton. Con su auto, ha entregado suministros a refugiados ucranianos 🇺🇦. En el amistoso contra Dinamo Kiev, Lampard lo dejó ingresar para que patee un penal. FÚTBOL. ❤️⚽️ #everton https://t.co/hnIHROx8Ls",0,latam
"¡Felices Fiestas Patrias Perú!
Hace casi 173 años los primeros inmigrantes chinos llegaron a las costas del Perú. Desde entonces adoptamos esta patria como nuestra. Hoy, orgullosos de ser tus hijos, te saludamos querido Perú.
#ChifaSanJoyLao donde usted es parte de la familia... https://t.co/Lhi9zHMvAc",0,latam
"Además de esto, se proporcionaron talleres sobre salud sexual y reproductiva, atención y orientación a población migrante y refugiada. A la feria asistieron alrededor de 240 personas entre población de colombiana y venezolana, quienes recibieron los servicios ofrecidos. https://t.co/DYElzd2zG5",0,latam
@Acv2alexis @CorvoMecanique De la misma forma en la que ahora hay millones de venezolanos dispersos por el mundo. La crisis es uno de los principales impulsores de la migración.,0,latam
@Mayralegamboa Chama cuando estaba jugando con los niños yo por dentro estaba : infartada,0,latam
@juansuraci La misma historia de nuestros viejos en Venezuela,0,latam
@_girot0_ @N_Med Isto se Chama “Meritocracia “. Vamos para Cima. 💚💛💚💛🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,latam
"Fiestas Patrias: revisa AQUÍ los vacunatorios del Minsa, EsSalud y las oficinas de Migraciones que atenderán este feriado largo https://t.co/F8sdsBhgC3",0,latam
"@titowankalaw Haciendose la vistima 🤣🤣🤣patetico argumento para dar a entender de que uds. son los buenos de la pelicula, pero ese cuento nadie se las traga no somos venezolanos ni cubanos somos peruanos y estamos de pie. 💪🏾💪🏾💪🏾",0,latam
"Migrantes ecuatorianos resultaron heridos en accidente vial en Nicaragua que deja ya 16 fallecidos, la mayoría venezolanos ► https://t.co/44tW7aCQFN https://t.co/0b2nZC8pzG",0,latam
"#AquíEstoy La Trata y el Tráfico de personas y migrantes, son delitos distintos, que no sólo operan en las zonas de frontera, deben ser abordados por separado, acá la entrevista que me hizo, sobre el tema, el canal @TvlEcuador. #YUPAYCHANI https://t.co/7NyxPYuVSx",0,latam
"“Yo me muero acá”, migrante peruano con tres décadas en Venezuela que vive en la extrema pobreza https://t.co/BVr7bGkinm",0,latam
"https://t.co/oQwGaSBr75, una posibilidad de trabajo para los más de 100 millones de refugiados que hay en el mundo  https://t.co/hC2KPstHhJ a través de @elpais_america",0,latam
"@Noproblem05 @OscarCruzCastro @AngeloPT4 @LZCOficial Te contesto a quien ataca: 
La primera. A personas de religiones judeocristianas
La segunda: A inmigrantes (y esa imagen en particular a personas con afectaciones fisicas)
La tercera: A victimas de quemaduras.

Así que ninguna de esas imágenes cumple con la condición",0,latam
"Al término de sentirnos humillados me atrevería a decir. Puesto que fuimos migrantes laborales tenemos necesidades y trámites que realizar en estas oficinas. Por favor que les cuesta una llamada, una reunion con los representantes de esta Entidad",0,latam
"Me molesta cuando las personas del exterior piensan que soy colombiana o venezolana y se impactan cuando les digo que soy de Ecuador , Como si las Ecuatorianas fuéramos feas 🇪🇨 ¿ les ha pasado ?",0,latam
"#Eventos
""En Colombia hay alrededor de 1.84 millones de personas venezolanas. Esto implica grandes retos en materia de atención e integración de esta población""

Katherin Alfonso, coordinadora nacional de comunicaciones. https://t.co/qKBqNvccB0",0,latam
@byremach @Dc7069 @BlueLip97115642 @CSEmelec @Aucas45 Es una mezcla de Aucas Liga Y Catolica de esos que daban miedo en Quito.... buena pelota de Aucas toda del Chamo Farias... se ilusiona el sur de Quito con su 1ra estrella,0,latam
"Coño pasó una chama bn bonita paseando un perro, le iba a decir que me pasará a mi y se fue por otra calle:(",0,latam
Crecen expectativas a dos semanas de apertura completa de frontera colombo-venezolana https://t.co/liMFjV2kqd,0,latam
Hoy dejamos constancia de la crítica situación de los hospitales del Quindío por las deudas de las Eps y de la atención a población migrante ⁦@MinSaludCol⁩ ⁦@Supersalud⁩ https://t.co/bO2NpssJoy,1,latam
"@GustavoBolivar En 72 horas se lo metieron a 58 millones de Colombianos + 7 Millones de Venezolanos, que engaño tan hijueputa, no vimos la piedra venir, ahora nos toca tragar el sapo y quedarnos callados, indignación Total, lo dijo y lo predijo @NestorMoralesC. Malditos políticos",0,latam
@PercyCastillo Que barbaridad! Acaso un migrante o descediente no tiene derecho a usar acento burgués???,0,latam
"@m_rdanger0071 @DianitaDelLeon Yo no se si sea muy hippie de mi parte pero prefiero a la gente trabajando en eso que robando 🥹 ser migrante es una mierda (no lo justificó, pero son formas de subsistir)",0,latam
"La migración no ha sido impedimento para que varios emprendedores en el cierre de nuestro Proyecto PRM Medios de Vida hayan conseguido el sueño de tener empresa, ellos aceptaron el reto y lo lograron. 

Gracias a @rescueorg por el apoyo prestado en este proyecto. https://t.co/pOugdx4rlc",0,latam
"Hoy, en #Elprimercafé

🔸Agenda: lo que será noticia esta semana.
🔸Relaciones Colombia-Venezuela: lo que deben negociar los dos países (Márquez, Merlano, migración, negocios)

En @ELTIEMPO : https://t.co/tm5UPDUreC
Spotify: https://t.co/gGJLe2dPM7
Con @laresonancia y @mbechandia",0,latam
"Así como la mayoría de familias venezolanas hoy día tiene un miembro migrante, tiene o ha tenido un docente. El tema bono vacacional es un tema de todos. Creemos que no nos pasará a nosotros, hasta que nos pasa.",0,latam
Relator ONU critica el doble estándar de Polonia hacia migrantes y refugiados https://t.co/RL9K5lq8y9,0,latam
✍🏼 OFICIAL: Alejandro Marqués es nuevo jugador del #Estoril. El delantero venezolano llega cedido por la Juventus una temporada. https://t.co/wThvZJrSYD,0,latam
"No al tráfico de migrantes, la migración , el destierro forzado se convirtió en una pandemia y ante ello , han surgido mercaderes del sufrimiento y del dolor de patria...😔😔😡😡 https://t.co/M7E71ECLYq",0,latam
@VazquezTian Saludos desde Venezuela 🇻🇪,0,latam
"no ñro estos venecos no hablan normal, gritan horrible",1,latam
"@FBM94 Buen reporte, chamo",0,latam
"Como dirían en 1 programa venezolano llamado ""bienvenidos"" el chiste gafo de la semana https://t.co/8lHmNdjyCU",0,latam
Un inmigrante ghanés mata a un matrimonio en Ferrol -  https://t.co/39qoS9AvHZ,1,latam
¿Cómo solicitar una cita adicional para tramitar su pasaporte en la sede central de Migraciones? https://t.co/pM7xfd2zWF,0,latam
"""El impacto que ha producido el artículo publicado por el Secretario General de la OEA, Luis Almagro el pasado 29 de julio, entre quienes aún continuamos resistiendo la tiranía abierta y criminal de Nicolás Maduro Moros en Venezuela...""
Por @laguana
https://t.co/nqehgYjCFW",0,latam
@wilsonariasc @IvanCepedaCast Bienvenidos a Venezuela,0,latam
"@WaykaPeru Muy interesante....por eso Australia es un país lleno de imigrantes, les encanta ser ""sometidos"" al reino británico.",0,latam
"@85Estebancer Dizque chamos, esa gente podrá ser todo pero no hablan así de feo.",1,latam
"@dsmolansky Mejor no opines,no se dan cuenta que generar malestar y un gran rechazo por la mayoría de los venezolanos,robaron a más no poder,peor es el remedio que la enfermedad",1,latam
#DeVenezuelaPienso que los migrantes y refugiados seremos el motor de la reconstrucción de la nueva República #29Julio   #AsambleaDeCiudadanos https://t.co/jpEhGuOIgw,0,latam
Dónde hay un chamo cuando lo necesitas 🤨,0,latam
"Testimonios de médicos que tratan a migrantes en el Darién: “No esperaba ver tanto sufrimiento”

Tratan de pasar el denso bosque entre Colombia y Panamá. OIM indica que gran número de venezolanos, cubanos y haitianos arriesgan su vida para buscar una mejor
https://t.co/ImHMEXGvx9",0,latam
@alejandro16999 @11Krnos96 @RPPNoticias Agradécele a toda Sudamerica y demás países que albergan a los delincuentes Venecos,1,latam
"@maricruz_zeta No es su cumpleaños,se cambiaron las fechas de su nacimiento como la mayoría de los inmigrantes japoneses de esa época,le pusieron en esa fecha por algo simbólico X el país q los aceptaba.
Hay que ser más que un débil mental para estar agradeciendo a un DELINCUENTE.",1,latam
@SebastianNohra Seguro los de migración son marxistas,0,latam
"@Alexmag93 Guaro del D1, gracias no soy veneco",0,latam
"@TeamRojas45 Que alegría tener una excelente atleta como yulimar, y que cada vez que la veo me da más alegría de ser venezolano, excelente cariño siga cómo vas que millones son la que la opoyamos",0,latam
"@PalomaValenciaL @tonopp3049 La misma estrategia Venezolana... para armarse y luego de 4 años, Colombia quede amarrada al gobierno de Petro indefinidamente. 
Que perfecto juego de ajedrez de @JuanManSantos y las FARC Y de todos éstos recién elegidos, que cegaron ""al pueblo"" con una falsa Paz.",0,latam
@followdelargo El veneco sale corriendo con el celular,1,latam
OPSU asigna directamente en alcaldía a chamo que robaba en la cantina https://t.co/7y1xj0Jp4j https://t.co/68TAuZpKRa,0,latam
"A ver... No seamos ignorantes la palabra veneco no es despectiva, en un principio se hablaba del hijo de colombiano nacido en Venezuela.

Los que se sienten ofendidos x el término, están pasados de sensibles https://t.co/YXPZcQEzn7",0,latam
"#Política Faltando 10 días para el traspaso de mando presidencial, la actual vicepresidenta  Marta Lucía Ramírez, confirmó que no habrá presencia venezolana en el acto de posesión del presidente electo Gustavo Petro.

Entérese de todo aquí.👇https://t.co/GMa6grECIo",0,latam
"por favor cuca, chama o vargas",0,latam
$10 millones de recompensa por asesinos de un niño venezolano en Santa Marta https://t.co/CdisbAjoJO a través de @LaGranNoticia,0,latam
"@milarosa72 @RCamachoVzla Cuales chamos de ahora???? Esos son asesinos¡¡ no todos los chamos "" de ahora"" son asesinos¡¡¡",0,latam
"Iván Márquez' tendría muerte cerebral, según inteligencia militar https://t.co/OHA5y5sTVe a través de @eltiempo",0,latam
"POESIA DEL APOCALIPSIS.
El resplandor del diablo, oye voltea que te hablo: ves una explosión nuclear ? La última guerra mundial, donde los humanos que en sus vidas presumían de mucho estudiar, terminaran refugiados como cobardes porque NO se prepararon para su final.
CAPISCI ?🙃 https://t.co/gvaNIr2MwK",0,latam
"Vamos mejorando chama.. @TeamRojas45
❤️

https://t.co/A6rY6ephgG",0,latam
Este indocumentado acaba de dicir na tele pública de ESPAÑA que a misión de Felipe e Letizia é perpetuar a Democracia. O kilombo mental que implica ser facha é máis confuso que a peli máis confusa de David Lynch https://t.co/lnGrAbDsia,0,latam
"@MashiRafael ¿Cuál bloqueo? El bloqueo en el que se excusan para no asumir sus responsabilidades del gran fracaso que han sido las políticas socialistas de un homicida intelectual como el tirano de Nicolás Maduro. 
Y no, no viene de la prensa ""derechista"", sino de la realidad de los chamos.",0,latam
"También estuvieron presentes la Policía de Infancia y Adolescencia, gremios como Cotelco y Corpoturismo, la Organización Integral para las Migraciones (OIM), la @USAID_Colombia, la @ArmadaColombia, la @PGN_COL y la @DefensoriaCol, entre otros. https://t.co/Y6JK2JYCmQ",0,latam
"INFORME DE ÚLTIMA HORA: El gobernador de Texas, Greg Abbott, invita TANTO al alcalde de Washington DC como al de Nueva York a visitar la frontera sur para SER TESTIGO DE PRIMERA MANO de la afluencia de inmigrantes que llegan a este país... https://t.co/kPM6kZdAfI",0,latam
@CancilleriaVE Que asco este hijueputa régimen veneco.,0,latam
"""Hace más de seis años denunciamos en la OEA que Venezuela padecía una crisis humanitaria, denunciamos violaciones sistemáticas de derechos humanos y crímenes de lesa humanidad, el comienzo de una crisis migratoria incipiente...""
Por Luis Almagro
https://t.co/ArUXCkwpag",0,latam
"@tatinmg23 Ay chamo, fíjate que no sé. Creo que team sangre",0,latam
La justicia británica falla a favor de Guaidó en el caso del oro de Venezuela https://t.co/Q25KuCiQ2D,0,latam
"@AlbertoJuliaan @JFCaicedolvarez @Wilson_Suaza_ BANDEJA PAISA Procedencia Colombia Origen FIAMBRE antioqueño Ingredientes Carne desmechada o molida, arroz, fríjoles rojos, plátano maduro, carne molida, chicharrón, huevo frito, chorizo, morcilla,aguacate, arepa, hogao(guiso), arroz
Colombia y lugares con inmigración colombiana",0,latam
"El venezolano que comenta en DirecTV sabe más de mamar que de fútbol, devuélvanme a Varsky.",0,latam
"@halalalex Vi un puto de mierda que subio el video riendose.
Ojalá le pasara lo mismo al tarado ese.
Ahh me emputa esa gente que se cree wdgy cuando son solo cobardes refugiados en el anonimato de internet",0,latam
#Inmigración Masacres en #Melilla y #Libia: nada nuevo en las fronteras europeas  https://t.co/vcoIffG3cI a través de @el_pais,0,latam
"@RafaNietoLoaiza Este señor es un Pendejo

Miles de Colombianos se van del paraíso Uribista sin papeles y muchas veces por el hueco a los Estados Unidos, España, etc..

¿Por qué se van si el URIBISMO le dió a Colombia... 0 corrupción, 0 desplazados, 0 falsos Positivos, la mejor educación y salud? https://t.co/DwfuuycBkB",0,latam
"@Miguel20_2012 @CELTICO1962 @TopoBalaidos Non tes nin idea do que se chama tope salarial amigo...
Fichas de esa lista por encima dos dous millons netos...
Muriqui 
Vrsaljko
Portu
Odriozola debe ter xa o doble 
Bryan Gil tamen terá moito mais...

Do resto cantos traspasos hai que facer?

Non estamos no FIFA rapaz",0,latam
"Miedo #1
No ser alguien, sino ser producto de algo, tipo NPC, un pensamiento o algo así.",0,latam
"@monicasalazar13 @BrendaCV70 @NastiencaO Contexto: CynthiaV corrupta, no reclamar porque es mujer, Iza destruye Quito, no reclamar porque son clasistas,  la venezolana criminal de perros, no reclamar porque es xenofobia, y porque tienen miedo que les haga algo. Ya se pasan, entonces no hacemos nada, todos cojudos",0,latam
@mantincelcatala @quico_ro Ya esa es la tendencia desde los años 80 contra más inmigración vienen más castellano se habla y somos la comunidad con más inmigración de toda España duplicamos cualquier comunidad de España en inmigrantes,0,latam
"Participa en misiones de paz, acciones humanitarias y control en zonas en conflicto,se encarga de custodiar a las personas y bienes del Estado argentino en el exterior. Interviene en temas como las migraciones clandestinas, contrabando, terrorismo, narcotráfico, y narcoterrorismo",0,latam
"#Eventos
""No debemos pensar la rwspuesta humanitaria de manera segregada, sino apoyando iniciativas de la población migrante y las comunidades de acogida. Esto no se puede dar sin procesos previos de reconciliación."" https://t.co/zTodgJHzp7",0,latam
Migraciones: estos son los locales donde se podrá tramitar el pasaporte electrónico en Fiestas Patrias https://t.co/KD3Zad9FIw,0,latam
"#AEstaHora Empezamos el lanzamiento de nuestro libro con #SelloCdR ‘Del otro lado de la frontera. Siete crónicas sobre la migración venezolana’.🚶🚶‍♀️

Un proyecto de CdR, la @kas_colombia y @CICR_co 

🧵Abrimos hilo con algunas frases destacadas del evento👇 #LanzamientoCdR https://t.co/wWJ6qrrJe2",0,latam
"@arturojb18 VENECO COBARDE. ESO LO QUE ERES.
ANDA PORTATE ASÍ CON MADURO. 
MUERTO DE HAMBRE... DELINCUENTE, HAS ESTADO EN EL DESFILE Y MÁS TARDE IRÁS A ROBAR LAS CASAS.",1,latam
"📜  Por un lado, se busca la adjudicación de 3 millones de hectáreas a quienes tienen insuficientes o ninguna. Por el otro, la formalización de la propiedad de 7 millones de hectáreas para quienes ya la tienen, pero sin papeles 👇🏽",0,latam
@WRadioColombia Venecos y petroñeros de mierda,1,latam
"Siento que soy fan maaaal del chamo que hace los tiktok y grita MEEEERWIIIIN 🤣🤣🤣
LO AMOOOO JAJAJAJAJAJA",0,latam
"@Rockolate No los sigo, pero llegan a mí, además que siempre que leo los comentarios de cualquier cosa siempre hay un veneco que me amarga la vida.",1,latam
Un bosque cheo de faias iba de la integración de una familia inmigrante con un grupo de neonazis en la ciudad pero es que tampoco era traumático,0,latam
"En una de sus giras por Venezuela, @reyruizsalsa advirtió a los venezolanos de #HugoChávez. Aunque cuando murió #FidelCastro, cuenta que él hizo una fiesta en Caracas. 
https://t.co/A19ignUr63 https://t.co/zIWqPkfIsO",0,latam
@k_rol84 @PICHI_FLOR @JosAndrsP1 Ni lo uno ni lo otro.... además ella NO es venezolana!!!,0,latam
"porque es indocumentado, siguiente pregunta. https://t.co/egB19Off46",0,latam
"#VIDEO |  España suaviza las reglas de inmigración

https://t.co/xVnWAPFjtT",0,latam
@KOA_KOA_KOA @NoticiasCaracol Asume entonces usted con esa postura q @JoeBiden y la unión europea después de que se legalice la cocaina en 🇨🇴 se  empezaran a generar divisas por esta situación? Dios mío señor se nota que tienes la mente muy volada. Ahí si que quedamos aislados del mundo e igualito q venezuela,0,latam
"IDV le ganó 1-0 al Táchira en Venezuela. Se fue arriba al minuto 3, y aguantó todo el entusiasmo del local. 

Al final, con uno menos, resistió IDV, y a pesar de que empató Táchira, el VAR dijo NO por fuera de lugar.

Táchira eliminó a Santos, pero parece que hasta aquí llegó.",0,latam
"#Noticias #Alemania 🚨 Insólito: en Alemania hay 1.7 millones de empleos por escasez en 148 profesiones

🧑‍💻Se reformará la ley de inmigración por bajos resultados de trabajadores extranjeros.

👉 https://t.co/qBGW7YZAOk https://t.co/cccX2ggFaV",0,latam
chamo yo quiero entrenaaaar,0,latam
@SbastienMlires1 Tenían que meter a una negra lesbiana que tiene de pareja a una blanca y un negro que además es gay e inmigrante ilegal jajaja NETFLIX lo volvió a hacer.,1,latam
@hurgamemoriaPE Aumentar la cantidad de peruanos inmigrantes ilegales por todo el mundo.,0,latam
Harry Potter y el misterio de porque la television venezolana parece de la década de los dosmiles https://t.co/PUMXzKhzMN,0,latam
"@IndigoyAzul Creo que es 100$ la del Miss Zulia camino al Miss Venezuela. Seguramente, Para el Miss Venezuela como tal estén mas elevadas.",0,latam
"@martinezcats Desear no tener hijos es cada vez más común, de facto lo demuestra la transición de la inversión de las pirámides poblacionales. Nada más en Btá,las tasas de natalidad se ha reducido en más de un 25%durante los últimos 5 años,y eso que con población migrante aportando casi un 10%",0,latam
Así es el cruce del infierno del Darién para los migrantes venezolanos. #MigraVenezuela https://t.co/3LOsIt2EzC,0,latam
@ayudamehenry Venezolanas.. Sigan dándoles trabajo.. Hospedaje..,1,latam
Ah pero este chamo qué,0,latam
@Teleantioquia El cierre de fronteras afecta demasiado a los ciudadanos d frontera víctimas d la guardia venezolana y grupos criminales q los atracaban o sobornaban para poderse movilizar en la zona. Aplaudo el restablecimiento,0,latam
#NoticieroW | Gobierno Petro (@petrogustavo) prepara medidas para homologar títulos de universidades venezolanas &gt;&gt; https://t.co/Z7umez3vzz https://t.co/ymAL8S1J7R,0,latam
@fmolestinae Recibimos millones de venezolanos y no vamos a poder con 30.000 xd,0,latam
"Y de paso en mi tiempo en Perú de todas las veces que he pedido no me han robado y tampoco he escuchado a nadie que le pase acá, es un fenómeno venezolano demasiado raro xd",0,latam
"#Sábado | Estos son los titulares en la contraportada de tu Super📰:

🟥 El 'Kinito' Méndez analizó las metas de la Tricolor para #Qatar2022

🟥 Bailarín del grupo chino Mirror fue 'aplastado' por pantalla gigante

🟥 La migración ecuatoriana a EE.UU. deja más tragedias https://t.co/yx3X1UxNLa",0,latam
"Fiestas Patrias 2022: Los vacunatorios del Minsa, EsSalud y las oficinas de Migraciones que atenderán este feriado largo https://t.co/CrrzYIfxWm",0,latam
"Con todas las limitaciones del mundo,las ONG de Derechos Humanos y Ambientales,nos mantenemos activados en la amazonia venezolana;Documentando y Denunciando.@SOSOrinoco @EmbOrinoco  @FundaREDES_ @Fritz_A_Sanchez",0,latam
"En fin, alguien sáqueme de lince, distrito de zona rosada con pura chama calata y prostis, 
no se puede ni ir a comprar pan 
me voy a morir cabrones https://t.co/AiMUHCZfQD",0,latam
"@VLADIMIR_CERRON y que quieres? Que encima del desgobierno se implementen las ideas  radicales trasnochadas de tus amigos cubanos, venezolanos y nicaraguenses?? Fuera zurdo obsoleto!!!",1,latam
"#MigraVenezuela | Lucas Gómez, el hombre a cargo de la Gerencia de Fronteras, cuenta detalles del Conpes y la atención a personas venezolanas   https://t.co/zCLr3ZIC6D https://t.co/7kNfn3OsBo",0,latam
"@Arrested_Word Aun falta mucha migración y tragedia que contar en el drama y hecatombe venezolana... La gente seguirá saliendo, huyendo de la podredumbre y ranchificacion socialista madurista y chavista. ah y de la propaganda de los youtubers y artistas estúpidos o vendidos.",0,latam
"Acompañados de bailes y música, junto a otras organizaciones llevamos a cabo la Feria de Integración en Surquillo💃🏻🎶

Más de 250 personas #refugiadas, #migrantes y peruanas accedieron a diferentes servicios como atención médica y documentación.

Gracias @UEenPeru y @CIncluyentes https://t.co/oXmOovMdbE",0,latam
"@juanborrelli Canta Chamo, Canta chamo, que tu canto vuele alto ....",0,latam
"Seguimos trabajando por la apertura de la frontera con la @AlcaldiaCucuta Cámara Colombo Venezolana, Comité Intergremial, @Carlos_Luna_R @AcodresNdeS @AsobaresNS, gremios y ProCúcuta 2050, buscamos estrategias para retomar la dinámica fronteriza en el corto plazo.@UAutonomaNorte https://t.co/91a6rkYsG7",0,latam
"@CHINOMIXDJ La respuesta de un compañero inmigrante, triste tu respuesta compañero, yo también estuve en el exterior y allá me trataron de lo peor, regrese cuando nuestro país era envidiado por todo el continente encontré un buen trabajo, seguro social y educación de calidad pero",0,latam
"Un gran acierto del gobierno de Duque fue el estatuto de protección a la población migrante de Venezuela. Regularizar a esta población no sólo es un acto humanitario y de protección de los derechos humanos, sino también la posibilidad de incorporarlos a vida productiva del país.",0,latam
"""En medio de la migración hay muchos relatos esperanzadores. Eso es lo que pueden encontrar en esta publicación"": @Patxito, editor del libro ‘Del otro lado de la frontera. Siete crónicas sobre la migración venezolana’ #LanzamientoCdR",0,latam
"@carlotasalazar Abundancia, no siempre es mejor.  En lo personal, no busco seguidores o like, con ser leído y recibir respetables comentarios; es agradecido. Adelante, hay muuchooo por seguir construyendo en la dura y responsable tarea de #Venezuela🇻🇪LIBRE de #Antivalores. #ReingenieriaSocial https://t.co/tM8Q7coVKt",0,latam
"Me preocupa que llamen venezolanas a mi Papa !! 
🤔",1,latam
"@CarlosLazcano97 Somos venezolanos, no ""venecos"". Saludos.",0,latam
@ElenaDeQuito @ECU911_ Cuando sacas reportajes de la migración de venezolanos aaah cierto eso no se puede xq tu patrón se enoja y el paga el sueldo de telesur...,0,latam
"Cerca de 400 migrantes por poco mueren a bordo de tractomula en México: “Quedaron atrapados adentro”

https://t.co/Zl6oBJaC3T",0,latam
"#INTERNACIONAL | #Canadá recibirá 451 000 inmigrantes para residencias permanentes.

Los detalles ➡️https://t.co/CKZ3Rgab1q.",0,latam
"Se fue de party el fin de semana, con otra chama. Tiene 24 como mi cubana, puso en twetter que el celu le hackeó y por eso no la extraña wow",0,latam
Nueva caravana migrante se instaló en el sur de México para pedir soluciones a las autoridades https://t.co/ICLKottwhJ https://t.co/A6EgjZd2DG,0,latam
Migraciones del Jockey Plaza y la sede en el aeropuerto internacional Jorge Chávez atenderán en Fiestas Patrias para la tramitación de pasaportes. 🇵🇪https://t.co/Q7AfLcINri https://t.co/zLi4ACMefY,0,latam
"📢 Hoy se llevó a cabo la 4ª. reunión plenaria del Grupo de Trabajo para Refugiados y Migrantes (#GTRM) Perú, que se realiza de manera híbrida por primera vez en el año.
En este espacio, se presentan las próximas iniciativas para el trabajo de coordinación de los socios. https://t.co/jZddadIdoK",0,latam
Si petrosky no está borracho o enguayabado está en Cuba en sesión de brujería con la espada de Bolívar! La misma que uso Chávez en Venezuela para sus cochinadas!!!,0,latam
"@Walo_1901 Como te vas a meter con los chamos
Jajajajajaajajajaja que reviente",0,latam
"Lex Sánchez, mujer lesbiana y migrante venezolana se dió cita a la #MarchaDelOrgullo2022 esta tarde en Quito.
¡Escúchala! 👇🏾 https://t.co/ceYE73hehg",0,latam
"Si hombre, que el veneco me invite a la Veracruz y me vuelvo fan account",0,latam
@lauraacorazon Belleza de mujer venezolana,0,latam
"""🍁 Palabras venezolanas: 100 frases, regionalismos, modismos y expresiones venezolanas graciosas y populares... https://t.co/cA5FfAA0gD""",0,latam
"@akapilka @carlosmusicspot Sí, de hecho ahí lo dice, entonces no está nada alejado que Quito ya lo sea, no te olvides de la cantidad de venezolanos que han ingresado al país y que la mayoría se asienta allá.",0,latam
@Citytv Si alguien es atracado en @TransMilenio sector central de @Bogota NQS AvCaracas Cll6 Cra10 los ladrones venezolanos los puede encontrar todos los domingos en Parque Cll2 X Cra17 de @Alca_Martires desde las 9am están tomando licor sin falta todo el día.,1,latam
